,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),91.99(0.21),62.88(0.75),50.00(0.00),41.96(0.31)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",16.80(0.45),97.86(0.06),96.76(0.09),94.54(0.19),91.76(0.26),41.29(0.39)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),41.88(0.14)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),32.89(1.77),7.52(0.19),50.00(0.00),41.21(0.53)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",14.60(0.55),98.14(0.07),94.66(0.30),92.08(0.39),93.96(0.25),41.02(0.10)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),41.93(0.49)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",421.40(16.83),46.39(2.14),17.22(0.91),6.44(0.10),27.78(0.99),41.56(0.61)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",174.80(39.91),77.76(5.08),57.82(1.19),22.95(7.05),59.98(3.99),42.66(0.68)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",89.60(2.07),88.60(0.26),nan(nan),nan(nan),49.74(0.15),41.28(0.23)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.17(0.36)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.27(0.86)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.85(0.14)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),42.27(0.42)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.36(0.16)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.60(0.60)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),42.31(0.47)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),42.36(0.41)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",87.00(0.00),88.93(0.00),nan(nan),nan(nan),49.93(0.00),41.39(0.65)
