,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.84(0.22)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.96(0.23)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.74(0.11)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.79(0.19)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),46.08(0.38)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",11357.00(0.00),88.84(0.00),49.60(0.11),11.32(0.05),50.00(0.00),45.28(0.17)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",11357.00(0.00),88.84(0.00),49.57(0.05),11.29(0.02),50.00(0.00),44.99(0.15)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",11361.60(1.95),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.78(0.10)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",33626.20(1011.21),66.96(0.99),50.13(0.25),11.24(0.06),50.07(0.20),45.75(0.55)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",33541.60(893.96),67.04(0.88),50.20(0.32),11.27(0.14),50.10(0.30),45.69(0.22)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",11361.80(1.48),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.59(0.36)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",46836.20(396.99),53.98(0.39),50.02(0.48),11.16(0.12),50.01(0.35),48.97(5.65)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",37206.40(589.72),63.44(0.58),49.86(0.21),11.13(0.07),49.93(0.21),50.46(1.17)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",11361.40(0.89),88.84(0.00),nan(nan),nan(nan),50.00(0.00),49.15(0.25)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",17212.60(8936.39),83.09(8.78),48.78(0.28),10.74(0.11),49.73(0.23),48.39(0.31)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",11358.00(1.22),88.84(0.00),49.21(0.07),10.98(0.16),50.00(0.00),48.10(0.33)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",11360.20(0.45),88.84(0.00),nan(nan),nan(nan),50.00(0.00),48.03(0.25)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",24889.00(3203.59),75.54(3.15),50.08(0.17),11.17(0.03),50.04(0.09),47.85(0.15)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",11358.00(1.00),88.84(0.00),49.37(0.07),11.04(0.18),50.00(0.00),47.86(0.22)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",11360.20(0.45),88.84(0.00),nan(nan),nan(nan),50.00(0.00),48.14(0.25)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",31298.80(851.84),69.24(0.84),50.55(0.10),11.30(0.06),50.27(0.14),47.96(0.24)
