,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",268.80(0.45),65.00(0.06),nan(nan),nan(nan),49.92(0.04),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",268.00(0.71),65.10(0.09),nan(nan),nan(nan),50.07(0.10),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",268.20(0.84),65.08(0.11),nan(nan),nan(nan),50.03(0.13),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",268.80(0.45),65.00(0.06),nan(nan),nan(nan),49.92(0.04),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",268.00(0.71),65.10(0.09),nan(nan),nan(nan),50.07(0.10),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",268.20(0.84),65.08(0.11),nan(nan),nan(nan),50.03(0.13),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",268.80(0.45),65.00(0.06),nan(nan),nan(nan),49.92(0.04),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",272.60(1.52),64.51(0.20),48.03(1.12),34.52(0.65),49.78(0.27),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",272.20(1.64),64.56(0.21),48.13(0.77),34.50(0.41),49.82(0.29),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",272.20(3.56),64.56(0.46),nan(nan),nan(nan),49.93(0.37),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",369.60(9.07),51.88(1.18),47.41(1.06),35.03(0.40),48.39(1.26),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",366.20(6.10),52.32(0.79),47.96(1.83),35.36(0.95),48.92(1.05),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",269.80(2.17),64.87(0.28),nan(nan),nan(nan),50.20(0.34),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",429.00(11.51),44.14(1.50),49.92(1.02),35.85(0.61),49.05(1.03),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",382.40(8.91),50.21(1.16),49.25(0.90),35.70(0.89),49.50(1.35),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",268.80(1.30),65.00(0.17),nan(nan),nan(nan),50.18(0.16),0.21(0.07)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",291.20(9.09),62.08(1.18),nan(nan),nan(nan),50.14(1.12),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",293.80(13.07),61.74(1.70),nan(nan),nan(nan),49.93(0.45),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",267.80(1.30),65.13(0.17),nan(nan),nan(nan),50.28(0.18),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",290.80(12.79),62.14(1.67),nan(nan),nan(nan),49.90(0.75),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",293.20(15.32),61.82(1.99),nan(nan),nan(nan),50.13(0.48),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",268.00(1.22),65.10(0.16),nan(nan),nan(nan),50.24(0.18),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",315.60(42.60),58.91(5.55),47.87(nan),34.04(nan),49.78(1.54),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",323.40(30.15),57.89(3.93),49.74(nan),35.11(nan),50.57(0.92),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",267.80(1.64),65.13(0.21),nan(nan),nan(nan),50.25(0.22),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
